	0-RawData	1-FilterAndTrim	2-ErrorModel	3.1-Dereplication	3.2-Denoising	4-ESV	5-MultipleSequenceAlignment	6-ChimeraRemoval	7-PreClassification	8-Clustering_97	9-TaxaFilter_97	10-MultipletonsFilter_97	11-Subsampling	12-Lulu_97
FLU25_S355_L001	26256	20332	20332	20332 (8783 uniques)	20161 (253 uniques)	19723 (221 uniques)	15999 (210 uniques)	15999 (210 uniques)	15999 (210 uniques)	15999 (192 uniques)	8920 (170 uniques)	8920 (170 uniques)	8920 (170 uniques)	8920 (170 uniques)
FLU26_S356_L001	26088	18082	18082	18082 (6568 uniques)	17978 (57 uniques)	17471 (52 uniques)	11670 (44 uniques)	11670 (44 uniques)	11670 (44 uniques)	11670 (39 uniques)	4289 (38 uniques)	4289 (38 uniques)	4289 (38 uniques)	4289 (38 uniques)
FLU27_S357_L001	14088	2271	2271	2271 (2087 uniques)	2130 (38 uniques)	240 (20 uniques)	240 (20 uniques)	240 (20 uniques)	240 (20 uniques)	240 (20 uniques)	215 (19 uniques)	215 (19 uniques)	215 (19 uniques)	215 (19 uniques)
FLU28_S358_L001	22183	2939	2939	2939 (2823 uniques)	2861 (9 uniques)	79 (6 uniques)	79 (6 uniques)	79 (6 uniques)	79 (6 uniques)	79 (6 uniques)	73 (5 uniques)	73 (5 uniques)	73 (5 uniques)	73 (5 uniques)
FLU29_S359_L001	23536	815	815	815 (573 uniques)	531 (28 uniques)	451 (19 uniques)	451 (19 uniques)	451 (19 uniques)	451 (19 uniques)	451 (18 uniques)	451 (18 uniques)	451 (18 uniques)	451 (18 uniques)	451 (18 uniques)
FLU2_S310_L001	32241	24815	24815	24815 (7492 uniques)	24673 (66 uniques)	24344 (59 uniques)	20832 (48 uniques)	20823 (47 uniques)	20823 (47 uniques)	20823 (37 uniques)	3974 (35 uniques)	3974 (35 uniques)	3974 (35 uniques)	3974 (35 uniques)
FLU30_S360_L001	32327	890	890	890 (696 uniques)	437 (44 uniques)	304 (24 uniques)	304 (24 uniques)	304 (24 uniques)	304 (24 uniques)	304 (24 uniques)	287 (22 uniques)	285 (21 uniques)	285 (21 uniques)	285 (21 uniques)
FLU31_S361_L001	24487	18618	18618	18618 (5328 uniques)	18538 (66 uniques)	18217 (53 uniques)	16042 (46 uniques)	16031 (45 uniques)	16031 (45 uniques)	16031 (37 uniques)	2454 (34 uniques)	2454 (34 uniques)	2454 (34 uniques)	2454 (34 uniques)
FLU32_S362_L001	35711	27875	27875	27875 (8862 uniques)	27658 (163 uniques)	27126 (142 uniques)	22039 (131 uniques)	22008 (130 uniques)	22008 (130 uniques)	22008 (109 uniques)	6497 (94 uniques)	6497 (94 uniques)	6497 (94 uniques)	6497 (94 uniques)
FLU33_S363_L001	14668	1958	1958	1958 (1908 uniques)	1887 (10 uniques)	30 (5 uniques)	30 (5 uniques)	30 (5 uniques)	30 (5 uniques)	30 (5 uniques)	26 (4 uniques)	26 (4 uniques)	26 (4 uniques)	26 (4 uniques)
FLU34_S364_L001	17858	2453	2453	2453 (2337 uniques)	2400 (12 uniques)	117 (9 uniques)	117 (9 uniques)	117 (9 uniques)	117 (9 uniques)	117 (9 uniques)	117 (9 uniques)	115 (8 uniques)	115 (8 uniques)	115 (8 uniques)
FLU35_S365_L001	37155	1198	1198	1198 (885 uniques)	702 (40 uniques)	600 (25 uniques)	525 (23 uniques)	525 (23 uniques)	525 (23 uniques)	525 (23 uniques)	354 (21 uniques)	354 (21 uniques)	354 (21 uniques)	354 (21 uniques)
FLU36_S366_L001	29697	1127	1127	1127 (802 uniques)	692 (51 uniques)	543 (32 uniques)	543 (32 uniques)	543 (32 uniques)	543 (32 uniques)	543 (32 uniques)	494 (28 uniques)	494 (28 uniques)	494 (28 uniques)	494 (28 uniques)
FLU3_S368_L001	12849	1916	1916	1916 (1850 uniques)	1848 (12 uniques)	1821 (9 uniques)	110 (8 uniques)	110 (8 uniques)	110 (8 uniques)	110 (8 uniques)	110 (8 uniques)	110 (8 uniques)	110 (8 uniques)	110 (8 uniques)
FLU4_S311_L001	18684	4290	4290	4290 (3400 uniques)	4061 (96 uniques)	3797 (69 uniques)	1574 (68 uniques)	1574 (68 uniques)	1574 (68 uniques)	1574 (67 uniques)	1531 (64 uniques)	1529 (63 uniques)	1529 (63 uniques)	1529 (63 uniques)
FLU5_S369_L001	24454	703	703	703 (533 uniques)	364 (18 uniques)	322 (12 uniques)	322 (12 uniques)	322 (12 uniques)	322 (12 uniques)	322 (12 uniques)	312 (11 uniques)	312 (11 uniques)	312 (11 uniques)	312 (11 uniques)
FLU6_S312_L001	25068	1338	1338	1338 (856 uniques)	935 (47 uniques)	847 (36 uniques)	817 (35 uniques)	817 (35 uniques)	817 (35 uniques)	817 (35 uniques)	787 (33 uniques)	787 (33 uniques)	787 (33 uniques)	787 (33 uniques)
FLU7_S313_L001	33962	25553	25553	25553 (7435 uniques)	25349 (70 uniques)	25085 (60 uniques)	19516 (52 uniques)	19516 (52 uniques)	19516 (52 uniques)	19516 (45 uniques)	5423 (44 uniques)	5423 (44 uniques)	5423 (44 uniques)	5423 (44 uniques)
FLU8_S314_L001	31688	24838	24838	24838 (10249 uniques)	24535 (433 uniques)	23566 (352 uniques)	22384 (344 uniques)	22353 (342 uniques)	22353 (342 uniques)	22353 (319 uniques)	16548 (299 uniques)	16548 (299 uniques)	16548 (299 uniques)	16548 (299 uniques)
FLU9_S315_L001	21190	5192	5192	5192 (3694 uniques)	5048 (71 uniques)	4891 (52 uniques)	2372 (49 uniques)	2372 (49 uniques)	2372 (49 uniques)	2372 (46 uniques)	2292 (41 uniques)	2292 (41 uniques)	2292 (41 uniques)	2292 (41 uniques)
INI_CN22_10_S202_L001	48642	37673	37673	37673 (18293 uniques)	36496 (645 uniques)	33973 (485 uniques)	33887 (475 uniques)	33854 (474 uniques)	33854 (474 uniques)	33854 (409 uniques)	32941 (396 uniques)	32939 (395 uniques)	32939 (395 uniques)	32939 (395 uniques)
INI_CN22_11_S203_L001	20907	17012	17012	17012 (9286 uniques)	15878 (488 uniques)	13679 (336 uniques)	13303 (320 uniques)	13303 (320 uniques)	13303 (320 uniques)	13303 (286 uniques)	10756 (264 uniques)	10754 (263 uniques)	10754 (263 uniques)	10754 (263 uniques)
INI_CN22_13_S205_L001	39290	31261	31261	31261 (15600 uniques)	29992 (682 uniques)	27199 (483 uniques)	26835 (469 uniques)	26835 (469 uniques)	26835 (469 uniques)	26835 (414 uniques)	23441 (394 uniques)	23441 (394 uniques)	23441 (394 uniques)	23441 (394 uniques)
INI_CN22_14_S206_L001	45289	34916	34916	34916 (16843 uniques)	33775 (677 uniques)	31075 (497 uniques)	30269 (464 uniques)	30228 (461 uniques)	30228 (461 uniques)	30228 (414 uniques)	24879 (389 uniques)	24875 (387 uniques)	24875 (387 uniques)	24875 (387 uniques)
INI_CN22_15_S207_L001	61666	47669	47669	47669 (24127 uniques)	46018 (825 uniques)	42656 (650 uniques)	41395 (582 uniques)	41395 (582 uniques)	41395 (582 uniques)	41395 (501 uniques)	35553 (475 uniques)	35551 (474 uniques)	35551 (474 uniques)	35551 (474 uniques)
INI_CN22_16_S208_L001	37959	30517	30517	30517 (14732 uniques)	29520 (598 uniques)	27442 (511 uniques)	24440 (407 uniques)	24424 (406 uniques)	24424 (406 uniques)	24424 (364 uniques)	19351 (338 uniques)	19349 (337 uniques)	19349 (337 uniques)	19349 (337 uniques)
INI_CN22_17_S209_L001	76452	61387	61387	61387 (24758 uniques)	60004 (998 uniques)	56680 (787 uniques)	55795 (728 uniques)	55730 (723 uniques)	55730 (723 uniques)	55730 (628 uniques)	48640 (599 uniques)	48638 (598 uniques)	48638 (598 uniques)	48638 (598 uniques)
INI_CN22_18_S210_L001	76349	59745	59745	59745 (26573 uniques)	58437 (879 uniques)	55570 (711 uniques)	54438 (645 uniques)	54410 (644 uniques)	54410 (644 uniques)	54410 (531 uniques)	41558 (492 uniques)	41558 (492 uniques)	41558 (492 uniques)	41558 (492 uniques)
INI_CN22_19_S211_L001	58330	44900	44900	44900 (22013 uniques)	43587 (763 uniques)	40206 (577 uniques)	39345 (518 uniques)	39345 (518 uniques)	39345 (518 uniques)	39345 (444 uniques)	31816 (409 uniques)	31814 (408 uniques)	31814 (408 uniques)	31814 (408 uniques)
INI_CN22_20_S212_L001	51424	40566	40566	40566 (18781 uniques)	39235 (799 uniques)	36429 (598 uniques)	35936 (567 uniques)	35924 (566 uniques)	35924 (566 uniques)	35924 (500 uniques)	31179 (474 uniques)	31177 (473 uniques)	31177 (473 uniques)	31177 (473 uniques)
INI_CN22_21_S213_L001	36186	29324	29324	29324 (13798 uniques)	28313 (663 uniques)	25894 (505 uniques)	25221 (466 uniques)	25221 (466 uniques)	25221 (466 uniques)	25221 (405 uniques)	20578 (365 uniques)	20578 (365 uniques)	20578 (365 uniques)	20578 (365 uniques)
INI_CN22_22_S214_L001	42004	32818	32818	32818 (15024 uniques)	31572 (686 uniques)	29269 (507 uniques)	28318 (452 uniques)	28309 (451 uniques)	28309 (451 uniques)	28309 (404 uniques)	23311 (378 uniques)	23311 (378 uniques)	23311 (378 uniques)	23311 (378 uniques)
INI_CN22_23_S215_L001	52345	40738	40738	40738 (18685 uniques)	39490 (704 uniques)	36954 (550 uniques)	36221 (512 uniques)	36221 (512 uniques)	36221 (512 uniques)	36221 (442 uniques)	32293 (415 uniques)	32289 (413 uniques)	32289 (413 uniques)	32289 (413 uniques)
INI_CN22_24_S216_L001	39811	30709	30709	30709 (15533 uniques)	29226 (698 uniques)	25795 (490 uniques)	25311 (469 uniques)	25311 (469 uniques)	25311 (469 uniques)	25311 (414 uniques)	21139 (387 uniques)	21139 (387 uniques)	21139 (387 uniques)	21139 (387 uniques)
INI_CN22_25_S217_L001	42671	34013	34013	34013 (15995 uniques)	32741 (705 uniques)	30120 (516 uniques)	29756 (497 uniques)	29726 (496 uniques)	29726 (496 uniques)	29726 (425 uniques)	25465 (403 uniques)	25465 (403 uniques)	25465 (403 uniques)	25465 (403 uniques)
INI_CN22_26_S218_L001	45401	35361	35361	35361 (16018 uniques)	34035 (716 uniques)	31477 (538 uniques)	31060 (506 uniques)	31060 (506 uniques)	31060 (506 uniques)	31060 (440 uniques)	29129 (417 uniques)	29123 (414 uniques)	29123 (414 uniques)	29123 (414 uniques)
INI_CN22_27_S219_L001	41275	31468	31468	31468 (14336 uniques)	30415 (559 uniques)	28421 (441 uniques)	27357 (373 uniques)	27357 (373 uniques)	27357 (373 uniques)	27357 (322 uniques)	24592 (299 uniques)	24592 (299 uniques)	24592 (299 uniques)	24592 (299 uniques)
INI_CN22_28_S220_L001	58709	45802	45802	45802 (20261 uniques)	44525 (833 uniques)	41574 (653 uniques)	40744 (601 uniques)	40690 (598 uniques)	40690 (598 uniques)	40690 (510 uniques)	33518 (482 uniques)	33516 (481 uniques)	33516 (481 uniques)	33516 (481 uniques)
INI_CN22_29_S221_L001	54043	41868	41868	41868 (18130 uniques)	40570 (752 uniques)	37864 (573 uniques)	37278 (534 uniques)	37276 (533 uniques)	37276 (533 uniques)	37276 (457 uniques)	27982 (425 uniques)	27980 (424 uniques)	27980 (424 uniques)	27980 (424 uniques)
INI_CN22_2_S194_L001	43742	34001	34001	34001 (16860 uniques)	32680 (744 uniques)	29578 (523 uniques)	29211 (497 uniques)	29211 (497 uniques)	29211 (497 uniques)	29211 (438 uniques)	23274 (418 uniques)	23270 (416 uniques)	23270 (416 uniques)	23270 (416 uniques)
INI_CN22_30_S222_L001	58198	45648	45648	45648 (21072 uniques)	44465 (741 uniques)	41898 (602 uniques)	40957 (540 uniques)	40927 (539 uniques)	40927 (539 uniques)	40927 (457 uniques)	35385 (436 uniques)	35385 (436 uniques)	35385 (436 uniques)	35385 (436 uniques)
INI_CN22_3_S195_L001	38757	29684	29684	29684 (14962 uniques)	28470 (640 uniques)	26198 (497 uniques)	25402 (461 uniques)	25400 (460 uniques)	25400 (460 uniques)	25400 (411 uniques)	23602 (388 uniques)	23600 (387 uniques)	23600 (387 uniques)	23600 (387 uniques)
INI_CN22_4_S196_L001	44638	34306	34306	34306 (16631 uniques)	33141 (680 uniques)	30588 (551 uniques)	29421 (475 uniques)	29408 (473 uniques)	29408 (473 uniques)	29408 (409 uniques)	24750 (378 uniques)	24750 (378 uniques)	24750 (378 uniques)	24750 (378 uniques)
INI_CN22_5_S197_L001	45966	36379	36379	36379 (16837 uniques)	35199 (665 uniques)	32779 (524 uniques)	32162 (488 uniques)	32121 (487 uniques)	32121 (487 uniques)	32121 (427 uniques)	30523 (405 uniques)	30523 (405 uniques)	30523 (405 uniques)	30523 (405 uniques)
INI_CN22_6_S198_L001	52099	39478	39478	39478 (18504 uniques)	38267 (763 uniques)	35611 (589 uniques)	34990 (553 uniques)	34990 (553 uniques)	34990 (553 uniques)	34990 (475 uniques)	31610 (447 uniques)	31610 (447 uniques)	31610 (447 uniques)	31610 (447 uniques)
INI_CN22_7_S199_L001	42123	32633	32633	32633 (15725 uniques)	31360 (671 uniques)	28696 (498 uniques)	27829 (458 uniques)	27787 (455 uniques)	27787 (455 uniques)	27787 (387 uniques)	24312 (363 uniques)	24312 (363 uniques)	24312 (363 uniques)	24312 (363 uniques)
INI_CN22_8_S200_L001	62441	48466	48466	48466 (23092 uniques)	47092 (849 uniques)	43911 (668 uniques)	42814 (606 uniques)	42814 (606 uniques)	42814 (606 uniques)	42814 (508 uniques)	38083 (480 uniques)	38079 (478 uniques)	38079 (478 uniques)	38079 (478 uniques)
INI_CN22_9_S201_L001	40820	31297	31297	31297 (14566 uniques)	30194 (589 uniques)	27886 (430 uniques)	27415 (407 uniques)	27401 (406 uniques)	27401 (406 uniques)	27401 (351 uniques)	21145 (331 uniques)	21145 (331 uniques)	21145 (331 uniques)	21145 (331 uniques)
INI_DL22_10_S261_L001	55836	44504	44504	44504 (19227 uniques)	43521 (501 uniques)	41498 (425 uniques)	40223 (364 uniques)	40160 (361 uniques)	40160 (361 uniques)	40160 (314 uniques)	35537 (294 uniques)	35537 (294 uniques)	35537 (294 uniques)	35537 (294 uniques)
INI_DL22_11_S262_L001	40770	32053	32053	32053 (14655 uniques)	31072 (507 uniques)	29209 (408 uniques)	28156 (351 uniques)	28156 (351 uniques)	28156 (351 uniques)	28156 (303 uniques)	22754 (285 uniques)	22752 (284 uniques)	22752 (284 uniques)	22752 (284 uniques)
INI_DL22_12_S263_L001	42368	33285	33285	33285 (15570 uniques)	32224 (585 uniques)	29988 (458 uniques)	29645 (428 uniques)	29636 (427 uniques)	29636 (427 uniques)	29636 (365 uniques)	25799 (339 uniques)	25795 (337 uniques)	25795 (337 uniques)	25795 (337 uniques)
INI_DL22_13_S264_L001	42890	34038	34038	34038 (14047 uniques)	33473 (353 uniques)	31951 (319 uniques)	30488 (246 uniques)	30410 (242 uniques)	30410 (242 uniques)	30410 (197 uniques)	22284 (180 uniques)	22284 (180 uniques)	22284 (180 uniques)	22284 (180 uniques)
INI_DL22_14_S265_L001	33785	27498	27498	27498 (13317 uniques)	26414 (683 uniques)	24122 (509 uniques)	23684 (484 uniques)	23684 (484 uniques)	23684 (484 uniques)	23684 (434 uniques)	21177 (412 uniques)	21173 (410 uniques)	21173 (410 uniques)	21173 (410 uniques)
INI_DL22_15_S266_L001	42371	32970	32970	32970 (16257 uniques)	32134 (512 uniques)	30340 (482 uniques)	26800 (367 uniques)	26800 (367 uniques)	26800 (367 uniques)	26800 (311 uniques)	23534 (287 uniques)	23534 (287 uniques)	23534 (287 uniques)	23534 (287 uniques)
INI_DL22_16_S267_L001	60160	47964	47964	47964 (21774 uniques)	46990 (480 uniques)	44964 (395 uniques)	43679 (351 uniques)	43562 (344 uniques)	43562 (344 uniques)	43562 (293 uniques)	38169 (280 uniques)	38167 (279 uniques)	38167 (279 uniques)	38167 (279 uniques)
INI_DL22_18_S268_L001	41771	33574	33574	33574 (15828 uniques)	32450 (646 uniques)	30359 (546 uniques)	28793 (461 uniques)	28791 (460 uniques)	28791 (460 uniques)	28791 (409 uniques)	24685 (379 uniques)	24683 (378 uniques)	24683 (378 uniques)	24683 (378 uniques)
INI_DL22_19_S269_L001	39477	31029	31029	31029 (15587 uniques)	29706 (638 uniques)	27119 (461 uniques)	26788 (445 uniques)	26774 (444 uniques)	26774 (444 uniques)	26774 (396 uniques)	20958 (365 uniques)	20952 (362 uniques)	20952 (362 uniques)	20952 (362 uniques)
INI_DL22_1_S253_L001	47031	36435	36435	36435 (15815 uniques)	35852 (372 uniques)	34327 (359 uniques)	29093 (259 uniques)	29084 (258 uniques)	29084 (258 uniques)	29084 (219 uniques)	24370 (197 uniques)	24370 (197 uniques)	24370 (197 uniques)	24370 (197 uniques)
INI_DL22_20_S270_L001	50437	40721	40721	40721 (17838 uniques)	39870 (580 uniques)	37920 (504 uniques)	36391 (420 uniques)	36348 (418 uniques)	36348 (418 uniques)	36348 (346 uniques)	30454 (314 uniques)	30454 (314 uniques)	30454 (314 uniques)	30454 (314 uniques)
INI_DL22_21_S271_L001	69708	55176	55176	55176 (23560 uniques)	54347 (510 uniques)	52397 (463 uniques)	47213 (358 uniques)	47210 (357 uniques)	47210 (357 uniques)	47210 (297 uniques)	32010 (276 uniques)	32010 (276 uniques)	32010 (276 uniques)	32010 (276 uniques)
INI_DL22_22_S272_L001	52957	41890	41890	41890 (20167 uniques)	40886 (506 uniques)	38847 (478 uniques)	36714 (384 uniques)	36714 (384 uniques)	36714 (384 uniques)	36714 (322 uniques)	31927 (296 uniques)	31925 (295 uniques)	31925 (295 uniques)	31925 (295 uniques)
INI_DL22_23_S273_L001	41469	33446	33446	33446 (14348 uniques)	32745 (402 uniques)	31355 (384 uniques)	29533 (296 uniques)	29475 (292 uniques)	29475 (292 uniques)	29475 (253 uniques)	26560 (239 uniques)	26560 (239 uniques)	26560 (239 uniques)	26560 (239 uniques)
INI_DL22_24_S274_L001	37152	29732	29732	29732 (13613 uniques)	29091 (384 uniques)	27880 (365 uniques)	24904 (262 uniques)	24904 (262 uniques)	24904 (262 uniques)	24904 (232 uniques)	22324 (215 uniques)	22324 (215 uniques)	22324 (215 uniques)	22324 (215 uniques)
INI_DL22_25_S275_L001	41746	33332	33332	33332 (16164 uniques)	32601 (467 uniques)	30988 (421 uniques)	28587 (331 uniques)	28561 (329 uniques)	28561 (329 uniques)	28561 (293 uniques)	22087 (276 uniques)	22085 (275 uniques)	22085 (275 uniques)	22085 (275 uniques)
INI_DL22_26_S276_L001	53367	41004	41004	41004 (17287 uniques)	40318 (350 uniques)	38855 (333 uniques)	35867 (242 uniques)	35669 (235 uniques)	35669 (235 uniques)	35669 (198 uniques)	32811 (179 uniques)	32811 (179 uniques)	32811 (179 uniques)	32811 (179 uniques)
INI_DL22_27_S305_L001	36089	28133	28133	28133 (13548 uniques)	27090 (582 uniques)	25046 (440 uniques)	24496 (405 uniques)	24481 (404 uniques)	24481 (404 uniques)	24481 (344 uniques)	18380 (317 uniques)	18378 (316 uniques)	18378 (316 uniques)	18378 (316 uniques)
INI_DL22_28_S278_L001	40548	31185	31185	31185 (15180 uniques)	29825 (680 uniques)	27237 (506 uniques)	26770 (475 uniques)	26741 (474 uniques)	26741 (474 uniques)	26741 (428 uniques)	25257 (404 uniques)	25257 (404 uniques)	25257 (404 uniques)	25257 (404 uniques)
INI_DL22_29_S279_L001	42436	33505	33505	33505 (16184 uniques)	32553 (544 uniques)	30553 (462 uniques)	29023 (393 uniques)	29023 (393 uniques)	29023 (393 uniques)	29023 (334 uniques)	25814 (311 uniques)	25814 (311 uniques)	25814 (311 uniques)	25814 (311 uniques)
INI_DL22_2_S254_L001	53046	41137	41137	41137 (19910 uniques)	39822 (647 uniques)	37060 (524 uniques)	35875 (461 uniques)	35875 (461 uniques)	35875 (461 uniques)	35875 (397 uniques)	28761 (368 uniques)	28761 (368 uniques)	28761 (368 uniques)	28761 (368 uniques)
INI_DL22_30_S280_L001	43151	34234	34234	34234 (13538 uniques)	33312 (481 uniques)	31432 (375 uniques)	31119 (359 uniques)	30724 (348 uniques)	30724 (348 uniques)	30724 (302 uniques)	29118 (289 uniques)	29116 (288 uniques)	29116 (288 uniques)	29116 (288 uniques)
INI_DL22_31_S281_L001	46056	36526	36526	36526 (17931 uniques)	35257 (709 uniques)	32557 (580 uniques)	29308 (470 uniques)	29266 (468 uniques)	29266 (468 uniques)	29266 (416 uniques)	20871 (387 uniques)	20871 (387 uniques)	20871 (387 uniques)	20871 (387 uniques)
INI_DL22_32_S282_L001	45687	35932	35932	35932 (17101 uniques)	35202 (377 uniques)	33515 (368 uniques)	30365 (263 uniques)	30283 (258 uniques)	30283 (258 uniques)	30283 (219 uniques)	28452 (203 uniques)	28452 (203 uniques)	28452 (203 uniques)	28452 (203 uniques)
INI_DL22_33_S283_L001	70280	56127	56127	56127 (25031 uniques)	55068 (582 uniques)	53057 (519 uniques)	51476 (451 uniques)	51476 (451 uniques)	51476 (451 uniques)	51476 (373 uniques)	45054 (348 uniques)	45054 (348 uniques)	45054 (348 uniques)	45054 (348 uniques)
INI_DL22_34_S284_L001	58937	46677	46677	46677 (21140 uniques)	45931 (449 uniques)	44297 (450 uniques)	38103 (341 uniques)	38103 (341 uniques)	38103 (341 uniques)	38103 (280 uniques)	35671 (254 uniques)	35671 (254 uniques)	35671 (254 uniques)	35671 (254 uniques)
INI_DL22_35_S285_L001	45438	35545	35545	35545 (14838 uniques)	34823 (420 uniques)	33458 (386 uniques)	31249 (290 uniques)	31138 (286 uniques)	31138 (286 uniques)	31138 (251 uniques)	17940 (232 uniques)	17938 (231 uniques)	17938 (231 uniques)	17938 (231 uniques)
INI_DL22_36_S286_L001	39173	31120	31120	31120 (15378 uniques)	30206 (499 uniques)	28323 (440 uniques)	26941 (360 uniques)	26918 (359 uniques)	26918 (359 uniques)	26918 (300 uniques)	24070 (277 uniques)	24064 (274 uniques)	24064 (274 uniques)	24064 (274 uniques)
INI_DL22_37_S287_L001	35962	28326	28326	28326 (12770 uniques)	27927 (243 uniques)	27068 (274 uniques)	23052 (173 uniques)	23028 (171 uniques)	23028 (171 uniques)	23028 (152 uniques)	17718 (132 uniques)	17718 (132 uniques)	17718 (132 uniques)	17718 (132 uniques)
INI_DL22_38_S288_L001	43097	34101	34101	34101 (15660 uniques)	33216 (428 uniques)	31699 (370 uniques)	30321 (309 uniques)	30321 (309 uniques)	30321 (309 uniques)	30321 (276 uniques)	25965 (255 uniques)	25963 (254 uniques)	25963 (254 uniques)	25963 (254 uniques)
INI_DL22_39_S289_L001	29098	23449	23449	23449 (10902 uniques)	22738 (415 uniques)	21426 (314 uniques)	21132 (303 uniques)	21132 (303 uniques)	21132 (303 uniques)	21132 (259 uniques)	20152 (243 uniques)	20152 (243 uniques)	20152 (243 uniques)	20152 (243 uniques)
INI_DL22_3_S255_L001	51471	39422	39422	39422 (16806 uniques)	38405 (536 uniques)	36377 (433 uniques)	35398 (375 uniques)	35340 (373 uniques)	35340 (373 uniques)	35340 (330 uniques)	26476 (306 uniques)	26474 (305 uniques)	26474 (305 uniques)	26474 (305 uniques)
INI_DL22_40_S290_L001	42482	33491	33491	33491 (14006 uniques)	32876 (394 uniques)	31706 (329 uniques)	31066 (305 uniques)	31033 (303 uniques)	31033 (303 uniques)	31033 (254 uniques)	25177 (231 uniques)	25175 (230 uniques)	25175 (230 uniques)	25175 (230 uniques)
INI_DL22_41_S291_L001	25035	20785	20785	20785 (8332 uniques)	20352 (295 uniques)	19548 (269 uniques)	18359 (212 uniques)	18341 (211 uniques)	18341 (211 uniques)	18341 (187 uniques)	14651 (174 uniques)	14651 (174 uniques)	14651 (174 uniques)	14651 (174 uniques)
INI_DL22_42_S292_L001	30137	22963	22963	22963 (11085 uniques)	22274 (420 uniques)	20855 (337 uniques)	20121 (303 uniques)	20121 (303 uniques)	20121 (303 uniques)	20121 (253 uniques)	16766 (229 uniques)	16766 (229 uniques)	16766 (229 uniques)	16766 (229 uniques)
INI_DL22_43_S293_L001	39394	31514	31514	31514 (15734 uniques)	30437 (584 uniques)	28567 (477 uniques)	27746 (440 uniques)	27746 (440 uniques)	27746 (440 uniques)	27746 (384 uniques)	24272 (356 uniques)	24272 (356 uniques)	24272 (356 uniques)	24272 (356 uniques)
INI_DL22_44_S294_L001	40761	32852	32852	32852 (13718 uniques)	31834 (432 uniques)	30276 (347 uniques)	29267 (298 uniques)	29187 (295 uniques)	29187 (295 uniques)	29187 (264 uniques)	26750 (246 uniques)	26750 (246 uniques)	26750 (246 uniques)	26750 (246 uniques)
INI_DL22_45_S295_L001	37536	28964	28964	28964 (13845 uniques)	28236 (508 uniques)	26460 (465 uniques)	23181 (362 uniques)	23176 (361 uniques)	23176 (361 uniques)	23176 (304 uniques)	20466 (280 uniques)	20466 (280 uniques)	20466 (280 uniques)	20466 (280 uniques)
INI_DL22_46_S296_L001	54724	42653	42653	42653 (17968 uniques)	41713 (703 uniques)	39321 (601 uniques)	36237 (490 uniques)	36159 (486 uniques)	36159 (486 uniques)	36159 (423 uniques)	32814 (392 uniques)	32814 (392 uniques)	32814 (392 uniques)	32814 (392 uniques)
INI_DL22_47_S297_L001	25964	20380	20380	20380 (9660 uniques)	19745 (382 uniques)	18598 (308 uniques)	18000 (290 uniques)	17998 (289 uniques)	17998 (289 uniques)	17998 (263 uniques)	16335 (238 uniques)	16333 (237 uniques)	16333 (237 uniques)	16333 (237 uniques)
INI_DL22_49_S298_L001	35243	27813	27813	27813 (12974 uniques)	27104 (469 uniques)	25681 (409 uniques)	24765 (358 uniques)	24765 (358 uniques)	24765 (358 uniques)	24765 (317 uniques)	17243 (289 uniques)	17243 (289 uniques)	17243 (289 uniques)	17243 (289 uniques)
INI_DL22_4_S256_L001	40944	31684	31684	31684 (15727 uniques)	30602 (601 uniques)	28385 (508 uniques)	26888 (418 uniques)	26888 (418 uniques)	26888 (418 uniques)	26888 (361 uniques)	22094 (337 uniques)	22094 (337 uniques)	22094 (337 uniques)	22094 (337 uniques)
INI_DL22_50_S299_L001	37865	30235	30235	30235 (15135 uniques)	29292 (612 uniques)	27474 (495 uniques)	26185 (444 uniques)	26185 (444 uniques)	26185 (444 uniques)	26185 (401 uniques)	23050 (378 uniques)	23048 (377 uniques)	23048 (377 uniques)	23048 (377 uniques)
INI_DL22_51_S300_L001	31651	25005	25005	25005 (11916 uniques)	24131 (489 uniques)	22432 (404 uniques)	21322 (353 uniques)	21322 (353 uniques)	21322 (353 uniques)	21322 (324 uniques)	17405 (297 uniques)	17405 (297 uniques)	17405 (297 uniques)	17405 (297 uniques)
INI_DL22_52_S301_L001	27465	21773	21773	21773 (11671 uniques)	20840 (488 uniques)	19339 (370 uniques)	18949 (360 uniques)	18947 (359 uniques)	18947 (359 uniques)	18947 (327 uniques)	15758 (297 uniques)	15758 (297 uniques)	15758 (297 uniques)	15758 (297 uniques)
INI_DL22_55_S302_L001	27658	22461	22461	22461 (10768 uniques)	21552 (465 uniques)	20158 (363 uniques)	19688 (341 uniques)	19682 (340 uniques)	19682 (340 uniques)	19682 (298 uniques)	17502 (281 uniques)	17502 (281 uniques)	17502 (281 uniques)	17502 (281 uniques)
INI_DL22_56_S303_L001	32387	26247	26247	26247 (11279 uniques)	25615 (417 uniques)	24479 (361 uniques)	23689 (316 uniques)	23689 (316 uniques)	23689 (316 uniques)	23689 (273 uniques)	19276 (253 uniques)	19276 (253 uniques)	19276 (253 uniques)	19276 (253 uniques)
INI_DL22_57_S304_L001	31204	24722	24722	24722 (11893 uniques)	23741 (527 uniques)	22055 (411 uniques)	21616 (385 uniques)	21614 (384 uniques)	21614 (384 uniques)	21614 (336 uniques)	18933 (307 uniques)	18933 (307 uniques)	18933 (307 uniques)	18933 (307 uniques)
